var_0,var_1,var_2,var_3,var_4,var_5,var_6,quality
4,49,13,31,32,9,52,-21.1754204056832
35,39,29,23,38,52,12,14.114007337949372
39,46,28,46,19,21,8,8.90411070943269
34,14,26,16,45,24,26,25.990075639510355
36,9,51,22,26,16,32,21.352396381991685
11,38,36,3,47,46,27,4.279594369629971
30,48,29,44,35,10,29,13.041063151128299
5,39,17,32,29,7,34,-21.188794676986795
10,7,26,39,11,39,5,3.304708763997032
21,43,25,42,36,20,44,26.06837079969143
9,50,31,33,52,40,41,1.6162606126649113
14,28,22,42,41,47,14,16.82355773848141
39,43,40,31,7,35,9,-21.191150264839646
43,32,52,25,49,9,8,-10.587343426140258
37,35,9,39,19,40,20,-10.587504473564353
48,47,46,12,6,5,30,0.009794537071298898
20,16,38,8,19,24,5,4.765976316901519
50,15,23,50,12,37,48,17.547759356293305
15,51,29,50,28,42,44,19.52929852516895
5,4,50,49,40,50,27,-10.642264520520952
11,11,33,9,18,4,52,4.344528577571421e-05
19,16,52,35,5,10,10,-21.191150240549508
46,18,46,3,39,34,27,4.204136291679013
35,42,17,52,15,40,45,20.40519577439261
26,47,9,28,5,28,38,-21.18931501522963
19,40,6,34,6,17,14,-21.18940887133741
14,7,43,41,20,24,24,18.185945810150333
14,15,44,52,21,41,19,18.123907803046357
42,33,7,26,40,10,48,-21.189315025873864
47,14,12,19,45,38,16,15.756448359679585
28,20,41,46,31,51,38,37.4985070315987
47,14,50,41,7,5,41,6.1125875208383595
27,49,17,20,39,30,17,20.969307982311012
48,28,12,8,43,26,24,14.299489898369064
18,19,30,48,28,12,22,15.787399355134886
34,9,11,5,23,39,46,10.73096158097074
42,17,7,35,50,34,22,-21.189314907964224
13,4,38,23,34,43,47,16.723698461705016
13,39,19,35,8,15,24,-10.586797117229711
9,43,40,5,18,43,44,1.6162606126649113
33,8,30,49,22,37,15,18.3816179597176
25,5,49,9,42,46,42,1.6162606126649113
46,30,15,52,9,31,32,15.061130103910264
50,12,7,12,47,48,5,-21.17727490516355
11,11,43,27,43,4,47,4.693079594855717e-05
45,43,4,17,7,31,16,5.010487013879837e-05
7,42,50,40,43,15,25,8.569515030065865
35,26,18,41,43,13,44,17.160925877990728
30,22,8,33,7,8,50,-21.18931502644884
49,34,45,12,31,24,39,20.434812639818727
14,43,43,31,18,14,21,17.312420341665298
25,5,43,6,32,39,15,12.160789723833492
39,44,20,39,3,18,25,-21.190328450210657
45,50,15,6,4,37,33,-21.19030918678655
19,15,10,8,17,46,39,12.745603215511723
35,7,42,23,7,6,40,-21.18931659882662
51,26,44,16,48,45,29,26.006616866331814
8,11,11,27,50,20,24,9.879290613036556
27,25,23,9,20,32,44,1.6162606126649113
48,9,43,27,32,12,12,14.113503091183697
51,25,8,37,40,48,47,-21.18931502400404
11,51,46,9,9,36,20,-10.591064517057223
16,17,47,20,42,19,8,8.904033010878223
20,50,46,5,35,40,17,10.691102786861634
14,46,12,12,34,16,22,15.275866520478113
42,46,39,14,12,23,20,17.492298280068553
42,52,12,46,20,35,17,15.826910803334963
49,46,28,26,49,31,42,37.43707366608241
27,42,51,52,18,43,39,24.686153849304514
4,44,20,22,21,40,46,-21.1754204056832
44,40,33,33,49,25,19,23.480111078704798
29,51,41,29,6,30,7,-10.60051157812102
28,44,9,48,41,13,10,-10.590125864437702
16,46,33,41,33,52,33,20.872004050918797
48,12,18,9,43,27,15,1.6162606126649113
4,20,15,29,21,23,51,-21.1754204056832
40,23,36,40,19,36,34,26.00427551950496
43,18,30,26,48,9,49,-10.58750483958642
36,39,43,18,26,38,24,28.44732095693724
35,38,47,13,4,50,42,-21.191496348993116
18,50,38,17,18,17,29,21.526208080318327
34,50,3,8,30,40,50,5.0110987857469314e-05
21,5,48,51,15,5,31,0.009796583775731161
31,26,13,7,10,42,42,13.340820739141455
15,48,42,8,42,21,44,14.763551194073996
38,24,35,38,40,39,25,31.77232539862512
36,26,9,51,10,42,10,-21.191150264815043
11,23,41,23,50,34,38,4.865260069662167
17,7,4,40,9,17,45,5.010399080942995e-05
36,29,51,44,36,13,33,17.160925868415614
25,25,41,11,18,21,27,4.865260069662167
10,18,15,4,15,6,22,-21.203882688767937
51,31,29,44,21,25,15,18.510244511798806
40,17,6,16,52,46,36,-21.189317770733204
18,29,51,18,6,27,7,-10.600511119691348
44,30,35,51,50,24,25,31.42149001575235
33,4,44,36,14,19,20,19.515361850641664
37,12,29,7,10,18,7,7.421219054107103
44,17,44,30,47,14,13,15.828798183411362
31,43,25,32,29,41,49,33.815658297599754
20,17,21,46,45,37,12,14.114015714219372
21,51,39,29,43,12,28,15.808093486488163
30,15,44,49,13,9,34,-10.58750434736684
14,18,18,52,11,34,12,13.550505755397232
51,36,26,22,34,8,31,-21.189315050748228
34,30,15,14,41,27,40,19.784362751207023
31,46,35,47,44,36,21,26.891531846132814
26,21,17,36,9,47,29,15.081984218678642
35,33,11,27,20,6,18,-21.189326812347538
7,37,4,13,52,38,6,5.014935080269866e-05
10,29,33,49,12,11,4,3.304708763997032
24,46,17,19,28,17,51,22.670278645950603
31,52,3,7,11,34,29,5.0110282207542856e-05
22,6,11,3,5,40,15,-21.197849286065445
7,8,24,18,22,13,50,8.569515030065865
7,47,16,21,29,38,36,8.569515030065865
16,14,37,8,29,37,9,10.154827301032343
27,26,23,21,4,10,48,-21.189315063452995
6,24,20,36,17,43,20,0.009885207023657526
35,10,34,21,34,24,36,30.402752752882105
35,22,9,3,49,10,5,-21.18367067876622
17,52,23,9,42,6,44,-21.189731570446888
22,3,15,9,34,40,44,1.6162606126649113
8,14,38,5,40,40,41,8.915505098613592
26,9,24,52,42,14,36,18.649167547262035
32,40,4,52,14,51,22,5.010433488400726e-05
24,40,46,6,44,16,12,11.969377979851945
16,32,22,10,38,40,47,3.304708763997032
11,11,30,6,4,11,34,-21.189686931871133
13,4,27,49,44,9,11,-10.586674430598372
16,6,21,17,20,11,52,14.403402345825953
19,50,48,42,41,14,16,18.176529209565043
42,46,21,46,38,5,52,0.009796561854037017
24,34,43,33,34,28,27,31.713970506220384
13,8,24,32,5,52,6,-21.177258257832154
9,13,42,13,14,42,42,1.6162606126649113
14,40,26,11,47,20,28,4.865260069662167
5,21,13,22,46,5,48,4.635443133690522
25,34,3,6,52,4,23,5.006795894074047e-05
19,22,21,46,41,20,17,20.977375690704964
7,25,51,32,35,48,28,8.569515030065865
51,16,30,44,38,6,48,-21.1893150274199
10,42,3,39,17,9,5,4.143368357095542e-05
42,44,50,43,40,35,26,33.86911601934108
28,27,34,3,22,46,31,4.204136291679013
49,38,32,38,45,45,52,43.51761761224823
41,20,41,33,25,23,22,28.133856657569186
41,32,8,41,43,34,17,-21.189299601394683
28,38,41,14,33,18,48,22.753641284247312
4,22,23,5,41,4,22,4.978556816008665e-05
33,25,44,42,8,8,22,-21.18931490668482
50,36,30,31,28,27,48,36.036034844922916
26,40,4,8,43,13,11,5.010648261169911e-05
9,19,11,37,33,18,49,1.6162606126649113
22,3,27,49,25,16,40,20.578350179689394
26,41,13,37,20,11,40,14.405938780243936
19,12,34,22,47,32,14,16.835170780024086
24,40,34,35,41,46,9,10.21173480911187
23,29,25,19,38,48,35,29.089547313582717
14,30,14,27,36,10,38,12.963427092758167
36,48,24,37,13,3,45,5.010432983279453e-05
8,36,27,29,52,37,29,9.957058615410805
5,22,7,30,14,47,32,-21.188794676986795
38,36,37,35,36,30,32,40.108961949105804
48,37,39,40,42,42,31,40.55384460932027
36,5,50,17,17,48,23,22.938320116443137
18,16,51,30,33,45,7,7.470084846090939
8,8,39,42,29,26,12,9.75582244428663
45,51,8,45,47,45,13,-21.18940844025447
35,22,20,47,28,25,12,14.114012093712017
30,43,41,8,21,12,37,14.299489898369064
46,26,13,18,13,40,6,6.215933153878406
34,35,29,33,27,29,11,12.911388932086757
39,18,17,27,11,49,23,16.870402864436915
50,40,30,15,30,4,23,5.010434404180764e-05
49,42,14,41,23,9,42,-10.58750483892626
32,41,15,38,33,48,3,1.6137435311024082
9,17,46,37,27,13,44,1.6162606126649113
17,8,29,10,8,20,7,-10.600895815532274
43,28,23,26,7,14,17,-21.19196707846264
16,38,8,26,16,25,28,-21.189301067422853
50,5,12,47,9,34,8,8.98478636704554
49,43,7,44,21,26,29,-21.189315026268137
37,4,13,15,3,35,21,-21.19045897551437
43,20,38,23,11,27,18,16.87784364484833
30,22,37,34,26,21,33,28.28711972990312
34,50,33,39,32,35,8,8.904110708783959
31,43,43,39,45,51,16,19.606429415340013
21,30,14,7,43,13,45,13.443815650117925
31,10,39,30,38,23,8,8.904086301089261
38,45,44,46,19,39,45,26.00426594492104
34,6,13,48,23,20,40,17.144721697317554
19,32,9,13,40,26,3,-11.182024248774827
26,42,47,31,47,18,15,18.572571296476493
30,42,50,34,28,33,21,26.891491438255205
41,16,51,20,11,33,37,16.86694075832913
6,11,3,50,33,14,30,5.0083941091618054e-05
36,14,32,22,39,11,46,14.418350321033648
32,49,45,29,51,42,52,42.11293098335238
38,42,38,4,33,23,49,9.065226006807828
29,27,38,43,26,10,46,13.041058641086499
19,41,44,29,12,39,46,17.502133298146784
37,10,31,20,28,47,8,8.904084863300728
20,3,45,49,4,44,23,-21.191509651403447
15,44,49,39,8,52,51,-10.586827336170758
11,21,35,38,25,27,13,4.865260069662167
32,3,8,42,45,17,14,-21.189471164353616
6,25,17,43,44,11,26,6.988478847349091
41,16,18,6,15,38,41,12.160789723833492
28,21,36,31,7,31,24,-21.19187603777062
11,42,50,42,21,24,26,4.865260069662167
31,18,26,50,34,45,49,35.128722704105584
48,27,11,29,33,15,13,13.932347293940946
32,39,3,9,50,17,42,2.9300098692678278e-05
28,27,14,23,25,15,49,17.764256294891016
32,42,7,34,11,16,28,-21.1893150130375
3,19,33,52,8,8,20,-21.64581202167629
10,20,39,16,9,5,20,3.304708763997032
36,13,50,7,46,19,47,13.419275111682117
25,23,3,51,48,35,47,5.010433148710972e-05
18,49,28,46,52,48,46,23.74492068711746
48,30,49,47,5,23,20,-21.188041600577684
46,42,35,19,25,48,4,3.7374191398917738
29,35,49,17,30,28,7,7.4701056753922535
37,41,43,24,48,16,35,21.3574953674814
33,3,39,35,21,25,47,20.58497769942967
14,30,19,17,20,30,32,18.185422002680877
44,13,50,48,18,51,39,24.68629825519435
24,25,20,34,51,19,32,25.471247774617957
10,8,13,30,31,15,16,3.304708763997032
13,35,7,8,34,35,13,-21.190471834261988
37,40,45,26,49,48,29,37.549451239681396
49,40,24,35,9,4,22,5.010433488400726e-05
27,10,37,49,7,20,6,-21.177237031545392
45,12,15,23,26,29,27,19.930891894538394
4,41,43,16,6,49,26,-21.1754204056832
49,8,16,10,40,43,43,3.304708763997032
33,35,31,25,27,24,12,14.114013196215517
33,51,4,52,6,46,14,5.010138742116494e-05
28,17,43,25,52,25,45,33.507328088224604
38,3,12,41,14,4,24,5.010285654254151e-05
39,11,21,5,33,52,16,10.726493395116636
5,30,37,35,45,30,14,-10.642264520520952
43,17,38,40,18,47,36,24.68671321146341
32,8,5,16,31,22,30,0.009796562243452416
9,18,50,50,6,23,50,-21.191825225841658
52,19,3,8,49,43,52,5.0110987857469314e-05
51,9,19,32,37,7,21,-21.189317332434737
12,39,38,40,49,37,47,15.53283982115792
24,27,10,31,11,4,52,5.010432837022446e-05
40,45,20,34,52,44,46,26.90521557457449
19,24,51,20,21,29,44,25.021456361381293
48,32,7,40,25,6,21,-21.18931660728841
39,18,35,35,38,19,32,25.514533846131762
42,15,52,26,14,42,33,19.6933857303765
21,46,17,15,26,50,20,22.21675013979801
6,33,50,5,31,44,30,0.009999734050036362
39,9,19,39,35,6,3,-21.6483804993517
7,34,37,49,49,27,43,8.569515030065865
6,22,50,11,24,10,25,0.00956878031446442
38,20,11,50,3,14,36,-21.189316185881083
17,8,28,11,27,50,21,4.865260069662167
32,22,42,33,19,52,38,26.0044362975891
39,33,36,25,44,21,20,25.312217857145743
31,13,52,14,27,44,12,14.113997566539009
15,6,52,33,10,14,20,15.767257200591592
33,3,52,34,9,7,50,-21.189380827109204
3,40,50,5,4,11,22,-21.644100847438054
27,28,16,43,17,18,24,20.359588524962938
51,49,50,32,6,31,27,-10.587713821317072
20,10,51,23,6,19,52,-10.58771371819588
44,15,4,41,15,26,37,5.0104329911180196e-05
33,4,3,5,30,30,23,5.0033934359084014e-05
22,7,11,40,43,17,15,14.324994219217384
21,46,35,32,10,50,5,4.7864303484428
47,14,15,12,27,30,17,18.931643748515555
8,30,9,44,42,6,51,-21.17833677845907
7,36,22,27,18,8,52,-21.178365109355372
35,51,18,41,51,11,14,14.06912069027448
7,50,21,27,42,7,47,-21.17966195097283
6,5,33,6,52,15,48,0.009885207023657526
44,25,23,5,39,15,18,10.726493395116636
52,7,51,12,34,45,40,20.434812639818727
43,52,48,26,40,22,4,3.737419554855316
48,33,49,24,31,47,17,20.968204885095236
13,41,48,51,26,6,35,-21.189457023775983
26,14,5,31,21,21,48,0.009796561796502817
16,18,45,6,47,27,12,11.969377979851945
45,46,11,39,5,9,9,-21.191150264855345
34,14,39,26,48,13,26,17.161134233792577
9,12,22,7,44,25,48,1.6162606126649113
52,6,28,27,40,13,46,17.154901852777964
50,18,25,27,51,44,44,33.761533704257126
50,42,27,38,50,31,46,36.477179244041835
31,51,45,22,41,50,23,29.30562790591657
49,14,26,25,43,41,10,11.391300389237562
7,49,7,19,34,8,51,-21.17966195097283
32,32,13,15,33,27,21,17.15466450225503
31,32,40,4,36,19,3,1.6155177979756734
29,21,26,49,19,52,11,12.91138875510771
48,24,9,51,43,5,15,0.009796425292012072
40,10,30,39,4,3,40,5.010432854853521e-05
8,26,28,35,40,44,42,9.957058615410805
27,31,20,45,14,12,27,15.595000442113355
48,31,35,32,29,45,6,6.2159284322546196
36,24,32,51,52,47,39,43.48411383714025
35,34,33,27,32,8,12,-21.189408441267286
8,35,4,16,28,38,36,5.01580717697083e-05
5,39,3,15,29,24,42,5.012396430112833e-05
8,39,15,17,4,44,41,-21.17705978863404
20,18,10,47,43,40,26,13.042855991303224
9,7,38,32,22,12,33,1.6162606126649113
36,40,11,8,38,13,21,13.36845285894702
49,31,35,17,37,41,36,27.16255327433837
6,36,31,12,3,24,37,-21.182273042940544
19,38,51,52,43,42,48,25.146662240792637
38,40,37,24,22,44,3,1.613743523730705
36,33,39,35,11,13,51,15.835303730215948
12,3,29,16,49,37,5,4.766067568356439
28,39,34,21,35,37,41,32.52168516282945
46,24,42,17,16,29,6,6.2159398606730125
24,50,4,41,28,15,27,5.010432837022446e-05
10,37,46,36,31,34,44,3.304708763997032
4,38,47,41,25,37,13,-21.1754204056832
9,34,47,9,44,35,43,1.6162606126649113
35,34,41,40,6,43,20,-10.587717078011984
20,38,5,13,6,9,5,-21.177257974045077
11,8,37,41,26,47,37,4.865260069662167
44,43,36,47,7,29,29,-21.191876363402518
41,45,10,41,16,36,36,13.04106179070815
28,21,50,19,46,12,34,15.80776709345445
40,26,27,9,27,3,25,2.9300098692678278e-05
40,43,32,37,40,3,26,5.0104329765289585e-05
29,22,48,44,50,48,44,38.88119106700188
23,28,48,7,7,51,10,-21.1946628396547
8,10,41,22,7,44,36,-21.17756391109375
38,14,9,26,51,21,7,-10.597753637120123
47,23,50,7,49,50,13,13.354071585296541
34,14,40,52,38,39,8,8.90410974602572
14,39,29,43,46,15,6,6.215914236621172
47,45,49,50,3,32,22,-21.190332808333164
36,11,30,46,38,29,3,1.6137432330544852
39,15,3,24,23,33,15,5.0104880732300085e-05
8,43,27,23,22,12,38,9.957058615410805
35,48,49,50,25,31,40,34.27352428386086
10,27,40,26,21,48,26,3.304708763997032
20,50,39,9,30,14,38,1.6162606126649113
39,31,27,24,32,23,49,31.022557997585327
33,51,7,18,11,24,14,-21.189409352010006
48,41,28,50,15,17,27,20.405265630932135
14,45,8,5,12,14,24,-21.195437890530457
49,50,3,24,5,5,24,5.0104327809200656e-05
44,8,24,10,27,33,26,3.304708763997032
7,21,14,11,22,41,42,4.950494928405634
41,10,34,32,35,37,52,30.426342072857814
11,46,26,43,16,42,29,4.865260069662167
50,7,33,52,17,44,28,23.215003712733818
47,42,31,28,49,20,38,26.8882702622659
20,10,38,30,48,9,47,-10.587504612640837
15,33,40,49,19,30,40,19.52929852516895
33,21,50,21,40,51,21,26.834345901403456
29,16,27,5,46,45,38,10.726493395116636
10,15,18,15,3,6,19,-21.191465600564563
22,50,48,26,12,19,44,17.555076148991663
43,41,30,46,31,26,11,12.911388878545159
31,5,41,15,47,36,36,23.984241279420946
50,8,42,46,42,26,32,29.05207009858362
28,35,39,33,37,11,9,10.27128904198482
40,26,25,33,7,52,51,-21.191876386411607
51,3,36,50,35,33,33,20.58497769942967
5,35,34,33,50,39,19,-10.642264520520952
30,38,43,39,16,41,34,21.84110725958394
42,26,36,39,15,19,33,20.94610194908773
51,41,35,48,14,27,30,19.693529998967428
32,48,33,17,32,47,5,4.7653811491904925
44,45,6,43,45,4,42,5.010432983279453e-05
34,10,43,43,6,31,32,-10.587713823737733
22,51,20,52,38,33,21,26.023385123965994
46,17,37,4,31,42,17,9.065226006807828
7,30,27,20,48,22,43,8.569515030065865
20,50,32,13,29,30,51,21.610864745582184
52,41,3,12,16,10,42,5.010348814986689e-05
31,16,36,8,17,30,19,14.795911195362516
15,28,32,14,32,30,13,15.380657039951735
23,31,30,13,8,20,39,-10.586867677281978
12,41,10,36,16,39,18,12.682379014569527
5,51,24,24,48,10,10,-10.639276470152451
18,26,35,3,43,31,49,4.204136291679013
27,52,36,8,6,23,26,-10.58760543901658
39,4,44,8,19,22,27,14.794898473806194
5,49,40,3,13,48,32,-10.694457305790301
10,38,22,15,21,16,15,3.304708763997032
4,38,3,46,9,34,40,4.978556816008665e-05
35,29,35,42,35,34,42,45.416765936120385
38,43,38,46,41,19,25,25.462237887017597
33,49,25,34,36,40,52,33.76508717700684
17,18,34,49,3,45,23,-21.190333748184912
5,49,47,17,31,5,13,4.635443133690522
42,50,46,32,15,4,14,5.010138742116494e-05
7,41,37,46,42,35,5,4.761049836306256
22,8,33,11,32,41,47,4.865260069662167
40,44,51,41,37,13,6,6.215928432002861
5,5,50,22,11,21,52,-10.642264520520952
49,35,41,42,21,12,13,14.814984773506481
38,34,18,8,21,43,36,14.795911195362516
52,34,20,14,24,34,13,15.475417583790945
30,33,38,31,8,33,20,-10.586875398565791
41,31,45,40,19,14,8,8.904110709409249
43,34,4,22,4,6,45,5.010433002176395e-05
15,43,38,39,29,41,23,19.52929852516895
21,16,19,42,46,21,19,23.38901648850782
12,14,28,14,49,3,39,5.00930613214731e-05
11,22,18,35,7,21,22,-21.191146812400966
41,17,36,50,13,30,25,18.31314011635913
46,9,50,41,16,45,41,21.838343176021425
32,17,32,41,38,4,4,5.015032714559546e-05
25,23,49,27,23,52,11,12.911388456887247
39,11,49,8,27,32,43,14.795911195362516
50,43,49,3,28,25,8,4.204136291679013
17,11,50,18,31,21,13,15.472061064940238
37,49,13,25,21,20,15,16.73769633112722
47,31,9,31,7,41,52,-21.189315023967467
49,9,45,38,21,46,14,16.832476559450917
7,39,36,43,13,4,8,5.014935080269866e-05
33,5,23,45,37,40,17,20.926160835624096
22,11,30,47,30,13,42,17.162484137113573
15,52,40,23,33,25,18,19.431646485643906
9,8,37,34,9,43,3,1.6143588109070435
48,42,9,28,5,7,35,-21.189315024386115
45,8,5,25,37,20,32,0.009796561590880359
46,47,30,19,46,23,5,4.765373861835033
17,40,6,12,29,30,6,-21.177297042688007
14,14,15,47,24,38,32,17.660547323291926
34,42,28,30,43,26,45,35.18063061019388
39,45,11,42,14,34,28,14.400559329507288
21,4,20,24,40,52,5,4.765470139013235
35,17,23,41,42,22,42,29.669353489811087
28,40,20,17,17,42,43,23.008063087805247
45,41,44,43,29,9,38,-10.587504838943689
49,48,40,38,30,46,36,40.658569353733284
35,42,50,26,43,37,48,39.99841654944442
22,18,49,3,42,29,24,4.204136291679013
43,22,15,33,47,25,18,19.677705560450715
48,29,44,4,38,39,40,9.065226006807828
19,27,44,16,44,33,5,4.765350715866519
32,37,16,17,48,13,21,17.165881790898514
45,30,21,7,17,4,6,5.01457336673542e-05
46,40,20,9,47,25,11,1.6162606126649113
49,45,4,12,8,20,10,5.0149792379080594e-05
4,8,29,14,4,23,6,-21.189156732951076
42,18,7,3,19,32,10,-21.209226902601248
22,23,43,42,31,32,10,11.391303586499594
30,47,31,27,26,8,38,-21.189315028229796
52,44,29,49,29,43,29,37.49508715410394
34,35,4,9,16,13,49,2.938296786473173e-05
18,13,7,38,8,17,49,-21.189327795034618
31,12,26,47,36,19,24,25.481691043815175
12,7,32,8,21,32,17,13.86087565087519
44,20,14,4,32,44,49,9.065226006807828
19,11,37,50,50,41,30,25.160686955406938
28,24,30,10,35,13,17,3.304708763997032
52,37,33,32,7,43,43,-21.19187637039587
33,29,23,46,10,43,21,16.08659217854873
11,42,40,25,37,4,15,4.693079594855717e-05
24,36,43,10,3,47,52,-21.190364822228897
8,11,4,28,39,42,44,5.01580717697083e-05
37,26,15,20,43,37,45,19.935269549046396
9,19,33,15,40,37,6,1.6162606126649113
30,28,35,34,23,22,12,14.114012098345265
18,35,37,43,21,47,23,23.745310242429113
32,52,52,40,43,21,8,8.904110708480882
43,7,31,27,31,28,39,27.928753308261424
50,31,18,38,51,32,20,23.81944799592738
38,36,25,31,30,12,36,15.807818478080367
9,36,21,21,52,49,51,1.6162606126649113
19,39,37,38,11,24,39,16.846486015494197
52,47,5,47,12,38,8,0.009805577362275593
30,17,15,7,10,15,6,6.220149501791427
6,34,11,24,43,23,28,6.988478847349091
17,13,32,51,33,40,29,22.316692148067883
10,41,37,47,35,51,11,3.304708763997032
42,36,31,28,44,8,11,-21.18766737402284
51,28,46,4,36,23,10,9.092889082340475
38,31,45,25,38,19,50,25.515350589076192
41,6,21,38,34,49,29,26.201251618028984
27,28,17,49,38,33,32,22.728142424272388
39,45,16,32,42,8,48,-21.189315024021376
22,13,29,43,40,6,12,-21.189408534515373
32,22,31,50,40,49,35,41.21663338255914
20,14,11,6,32,22,26,11.789866471287176
16,19,10,42,16,29,11,12.349219292144978
9,11,51,10,22,22,37,1.6162606126649113
8,6,19,47,14,38,6,6.2169067048335975
31,28,42,48,17,44,19,22.417855746002928
3,12,27,38,37,40,3,-21.669437684404574
37,46,42,22,24,6,32,-21.18931507117783
40,13,34,35,20,29,38,27.448288302797447
47,49,21,24,43,45,24,28.03099378043948
14,31,17,26,22,28,41,18.20029101625108
18,7,51,20,31,50,20,23.23407174318017
48,15,10,19,6,18,30,10.634843385559765
23,45,46,40,52,51,12,14.114040784102448
26,43,43,29,17,21,26,23.135116799473874
39,16,52,20,21,29,5,4.765371817346405
19,43,18,19,23,34,14,16.72414554841284
9,22,40,46,33,49,44,1.6162606126649113
11,13,35,18,6,7,39,-21.18781072235401
40,51,9,17,34,32,10,-10.59012590701355
35,51,32,25,34,36,41,38.27823213327004
12,42,49,39,19,29,37,15.53283982115792
3,24,6,52,52,47,44,-21.669437684404574
23,44,23,24,22,44,48,28.467070021779634
48,12,40,42,6,50,35,-10.587713824467345
31,23,22,17,39,20,15,18.59591239463739
23,40,26,5,52,34,18,10.691102786861634
49,51,40,18,50,15,3,1.6137430718645507
51,28,26,44,4,47,16,-21.191531390443053
46,43,22,16,12,9,21,-10.58742489673701
36,23,48,9,51,29,20,1.6162606126649113
37,27,4,19,9,4,21,5.0104332857526664e-05
13,17,43,46,17,32,28,16.736710021075734
15,8,38,17,19,51,27,19.530910515005203
6,4,33,40,19,49,16,0.009885207023657526
31,38,21,31,17,31,28,23.136642593707947
51,14,7,17,43,33,33,-21.189316153951598
19,51,31,51,42,6,10,-21.191150992441866
49,21,52,26,33,43,43,39.99161417971045
43,36,48,12,44,10,4,3.7225266095665224
41,42,30,39,7,15,22,-21.191793507391157
50,42,18,6,39,43,27,12.160789723833492
40,44,13,25,25,24,47,17.15677275860874
